TAXONOMY,MUNICIPALITY,SCHOOL ID,SCHOOL NAME,PROGRAM OFFERINGS
NCR|Metro Manila,Caloocan City,405537,Access Computer and Technical College-Camarin Campus,TVL
NCR|Metro Manila,Caloocan City,405544,Access Computer and Technical College-Monumento Campus,TVL
NCR|Metro Manila,Caloocan City,405581,APEC Schools-Grace Park West,GAS|ABM
NCR|Metro Manila,Caloocan City,405583,"Asian Caregiving and Technology Education Centers, Inc.-Caloocan",TVL
NCR|Metro Manila,Caloocan City,405602,"Emmanuel John Institute of Science & Technology, Inc.",TVL
NCR|Metro Manila,Caloocan City,406395,Lorraine Technical School,TVL
NCR|Metro Manila,Caloocan City,406674,Anchor of Life Academy,ABM|HUMSS|GAS
NCR|Metro Manila,Caloocan City,406677,"Divine Mercy College Foundation, Inc.",ABM|GAS|TVL
NCR|Metro Manila,Caloocan City,406678,La Consolacion College-Caloocan City,ABM|GAS|STEM|HUMSS|TVL
NCR|Metro Manila,Caloocan City,406681,Notre Dame of Greater Manila,STEM|ABM|HUMSS|GAS|TVL
NCR|Metro Manila,Caloocan City,406683,Philippine Cultural College-Caloocan Campus,GAS|ABM|STEM|HUMSS
NCR|Metro Manila,Caloocan City,406685,St. Mary's Academy of Caloocan City,ABM|HUMSS|GAS|STEM|Arts and Design|Sports|TVL
NCR|Metro Manila,Caloocan City,406686,Systems Plus Computer College-Caloocan,STEM|ABM|HUMSS|GAS|TVL
NCR|Metro Manila,Caloocan City,406688,Baesa Adventist Academy,ABM|HUMSS|GAS|TVL
NCR|Metro Manila,Caloocan City,406691,"World Citi Colleges-Caloocan, Inc.",ABM|STEM|GAS|TVL
NCR|Metro Manila,Caloocan City,406696,Manila Central University,ABM|STEM|HUMSS|TVL
NCR|Metro Manila,Caloocan City,406698,St. Dominic Savio College,ABM|HUMSS|STEM
NCR|Metro Manila,Caloocan City,406711,Holy Redeemer School of Kalookan,ABM
NCR|Metro Manila,Caloocan City,406712,Maranatha Christian Academy of Caloocan,GAS|TVL
NCR|Metro Manila,Caloocan City,406713,"Mystical Rose School of Caloocan, Inc.",GAS|ABM|STEM|TVL
NCR|Metro Manila,Caloocan City,406714,"Newland Center for Education, Inc.",TVL
NCR|Metro Manila,Caloocan City,406715,Our Lady of Lourdes Catholic School,HUMSS
NCR|Metro Manila,Caloocan City,406717,St. Clare College of Caloocan,ABM|HUMSS|Sports|Arts and Design|TVL
NCR|Metro Manila,Caloocan City,406725,Holy Rosary College Foundation,GAS
NCR|Metro Manila,Caloocan City,406726,Immaculada Concepcion Colleges,ABM|HUMSS|Sports|TVL
NCR|Metro Manila,Caloocan City,406729,"St. Joseph College of Novaliches, Inc.",ABM|HUMSS|STEM|GAS
NCR|Metro Manila,Caloocan City,406732,"Guardian Angel School, Inc",STEM|ABM
NCR|Metro Manila,Caloocan City,406733,Holy Infant Montessori Center,ABM|HUMSS|GAS
NCR|Metro Manila,Caloocan City,406734,La Consolacion College - Novaliches,ABM|GAS|STEM|HUMSS|Sports|Arts and Design|TVL
NCR|Metro Manila,Caloocan City,406736,"Rosary Hills International School, Inc.",GAS|ABM|STEM|HUMSS|Sports|TVL
NCR|Metro Manila,Caloocan City,406740,"St. Benedict School of Novaliches, Inc.",STEM|ABM
NCR|Metro Manila,Caloocan City,406743,St. Raphaela Mary School,GAS
NCR|Metro Manila,Caloocan City,406745,St. Therese of Rose School,GAS|ABM|HUMSS
NCR|Metro Manila,Caloocan City,406746,Bloomington Middle and Grade School,GAS|HUMSS
NCR|Metro Manila,Caloocan City,406747,"The Immaculate Mother Academy, Inc.",GAS|HUMSS|ABM|TVL
NCR|Metro Manila,Caloocan City,407034,"Cieverose College, Inc.",TVL
NCR|Metro Manila,Caloocan City,407449,"St. Francis Technical Institute for Development, Training and Competency Assessment Inc.",GAS|TVL
NCR|Metro Manila,Caloocan City,407463,"Interface Computer College, Inc.",ABM|TVL
NCR|Metro Manila,Caloocan City,483505,St. Agnes Academy of Caloocan,GAS|TVL
NCR|Metro Manila,Caloocan City,483507,Regina Coeli Education Centre Foundation,ABM|GAS|TVL
NCR|Metro Manila,Caloocan City,483508,"St. John Academy of Bagong Silang Caloocan, Inc.",ABM|GAS
NCR|Metro Manila,Caloocan City,483510,"Dr. Rosita B. Britanico (Formerly Edosma Academy of Camarin, Inc.)",TVL
NCR|Metro Manila,Caloocan City,483512,"E.M. Castro Educational Foundation, Inc.",GAS|ABM|STEM|HUMSS|TVL
NCR|Metro Manila,Caloocan City,483517,St. Mary Goretti School,ABM|STEM|HUMSS|GAS|Arts and Design|Sports|TVL
NCR|Metro Manila,Caloocan City,483519,"Pledge of Love School, Inc.",ABM|HUMSS|GAS
NCR|Metro Manila,Caloocan City,483521,"St. Vincent de Ferrer College of Camarin, Inc.",STEM|ABM|HUMSS|GAS|TVL
NCR|Metro Manila,Caloocan City,483526,"Young Achievers' School of Caloocan, Inc.",GAS|ABM|STEM|HUMSS|TVL
NCR|Metro Manila,Caloocan City,483528,Golden Link College Foundation,GAS|ABM|HUMSS|STEM|TVL
NCR|Metro Manila,Caloocan City,483540,"Genesis Christian Academy of Caloocan, Inc.",GAS|HUMSS|ABM
NCR|Metro Manila,Caloocan City,483541,Mother of Divine Grace Academy,GAS|ABM|TVL
NCR|Metro Manila,Caloocan City,483545,"Holy Angel School of Caloocan, Inc.",GAS|HUMSS|ABM|STEM
NCR|Metro Manila,Caloocan City,483548,"Escuela de Sophia of Caloocan, Inc.",STEM|HUMSS|GAS|ABM|Sports|TVL
NCR|Metro Manila,Caloocan City,483550,Knowledgeville School of Excellence,ABM
NCR|Metro Manila,Caloocan City,483551,Our Lord's Angels School Inc.,ABM|HUMSS|GAS
NCR|Metro Manila,Caloocan City,483552,"Escuela San Gabriel De Arcangel Foundation, Inc",ABM|GAS|TVL
NCR|Metro Manila,Caloocan City,483558,Rhexane Academy Inc.,GAS|TVL
NCR|Metro Manila,Caloocan City,483559,"University of the East, Caloocan City",GAS|ABM|STEM|HUMSS|Arts and Design|Sports|TVL
NCR|Metro Manila,Caloocan City,483568,"Christ Jeross Christian Academy, Inc.",GAS|HUMSS|ABM
NCR|Metro Manila,Caloocan City,483569,Ridgewood School of Caloocan,GAS|STEM|ABM|HUMSS|Arts and Design|TVL
NCR|Metro Manila,Caloocan City,483570,"Academy of Saint Andrew-Caloocan, Inc.",GAS|HUMSS|ABM
NCR|Metro Manila,Caloocan City,483587,"Sagrada Familia School of Caloocan, Inc.",GAS|ABM|HUMSS
NCR|Metro Manila,Caloocan City,483620,St. Vincent Institute of Technology,GAS|STEM|TVL
NCR|Metro Manila,Caloocan City,483653,Our Lady of Grace School of Caloocan,GAS|ABM|HUMSS|Sports|TVL
NCR|Metro Manila,Caloocan City,600199,University of Caloocan City,ABM|HUMSS
NCR|Metro Manila,Caloocan City,1406680,Northern Rizal Yorklin School,STEM|ABM|GAS|TVL
NCR|Metro Manila,City of Las Piñas,400988,AMA Computer Learning Center of Las Piñas,TVL
NCR|Metro Manila,City of Makati,401728,SoFa Design Institute,Arts and Design
NCR|Metro Manila,City of Muntinlupa,407333,Sacred Heart Institute,HUMSS
NCR|Metro Manila,City of Valenzuela,407189,St. Therese of the Child Jesus Jesus Kidz Academy,ABM
NCR|Metro Manila,Kalookan City,406720,"Sta. Elena School of Novaliches, Inc.",GAS
NCR|Metro Manila,Kalookan City,407302,Montessori Professional College - Caloocan,GAS|TVL
NCR|Metro Manila,Las Piñas City,400981,ABE International College of Business and Economics-Las Piñas City,ABM|GAS|HUMSS|STEM|TVL
NCR|Metro Manila,Las Piñas City,400986,AMA Computer College-Las Piñas City,STEM|ABM|HUMSS|GAS|TVL
NCR|Metro Manila,Las Piñas City,400997,Southville International School and Colleges,STEM|ABM|HUMSS|GAS
NCR|Metro Manila,Las Piñas City,400999,St. Augustine College-Las Piñas City,ABM|STEM|GAS|HUMSS|TVL
NCR|Metro Manila,Las Piñas City,401000,STI College - Las Piñas,STEM|GAS|ABM|TVL
NCR|Metro Manila,Las Piñas City,405614,AMA Basic Education of Las Piñas City,STEM|ABM|GAS|HUMSS|TVL
NCR|Metro Manila,Las Piñas City,405630,Dr. Filemon C. Aguilar Information Technology Training Institute,TVL
NCR|Metro Manila,Las Piñas City,405657,"International Electronics and Technical Institute, Inc.-Las Piñas City",TVL
NCR|Metro Manila,Las Piñas City,405660,Southville International School Affiliated with Foreign Universities,ABM|GAS|TVL
NCR|Metro Manila,Las Piñas City,405952,"AZGH College, Inc.",TVL
NCR|Metro Manila,Las Piñas City,406276,Datamex Institute of Computer Technology-Las Piñas City,TVL
NCR|Metro Manila,Las Piñas City,406499,"Asian Caregiving and Technology Education Centers, Inc. - Las Piñas",TVL
NCR|Metro Manila,Las Piñas City,407036,Philippine Merchant Marine School,ABM|STEM|HUMSS
NCR|Metro Manila,Las Piñas City,407078,"Young Achievers International School, Inc.",ABM|GAS|TVL
NCR|Metro Manila,Las Piñas City,407079,Bernardo College,ABM|HUMSS|GAS|TVL
NCR|Metro Manila,Las Piñas City,407082,"Camella School, Inc.",ABM|GAS|HUMSS
NCR|Metro Manila,Las Piñas City,407085,Divine Light Academy - Las Piñas City,ABM|STEM|GAS|HUMSS
NCR|Metro Manila,Las Piñas City,407087,Holy Rosary Academy of Las Piñas City,STEM|ABM|HUMSS|GAS
NCR|Metro Manila,Las Piñas City,407090,Brittany School of Las Piñas,ABM
NCR|Metro Manila,Las Piñas City,407103,St. Joseph's Academy,STEM|GAS|TVL
NCR|Metro Manila,Las Piñas City,407104,St. Mark's Institute,ABM
NCR|Metro Manila,Las Piñas City,407105,"St. Michael's School, Inc.",ABM|HUMSS|GAS
NCR|Metro Manila,Las Piñas City,407106,Saint Therese School,ABM|GAS|TVL
NCR|Metro Manila,Las Piñas City,407107,University of Perpetual Help System Dalta-Las Piñas Campus,ABM|HUMSS|GAS|STEM|Sports|Arts and Design|TVL
NCR|Metro Manila,Las Piñas City,407109,Westfield Science-Oriented School,STEM|ABM|GAS
NCR|Metro Manila,Las Piñas City,407110,Augustinian Abbey School,ABM|STEM|GAS|HUMSS
NCR|Metro Manila,Las Piñas City,407113,Blessed Trinity School of Las Piñas,ABM|GAS
NCR|Metro Manila,Las Piñas City,407114,Bloomfield Academy,ABM|HUMSS|STEM
NCR|Metro Manila,Las Piñas City,407115,Creative Middle School,ABM
NCR|Metro Manila,Las Piñas City,407117,Don Carlo Cavina School,STEM|ABM|HUMSS|GAS|TVL
NCR|Metro Manila,Las Piñas City,407119,Elizabeth Seton School,STEM|ABM|HUMSS
NCR|Metro Manila,Las Piñas City,407124,Las Piñas College,ABM|STEM|GAS|HUMSS|Sports
NCR|Metro Manila,Las Piñas City,407127,Mary Immaculate Parish Special School,GAS|TVL
NCR|Metro Manila,Las Piñas City,407131,"Montessori de Manila, Inc.",GAS|STEM|ABM|HUMSS|TVL
NCR|Metro Manila,Las Piñas City,407133,OB Montessori Center-Las Piñas City,GAS
NCR|Metro Manila,Las Piñas City,407134,Our Lady of Pilar Montessori Center,ABM
NCR|Metro Manila,Las Piñas City,407142,Saint Francis of Assisi College,GAS|STEM|ABM|TVL
NCR|Metro Manila,Las Piñas City,407146,Sto. Niño De Eucharistia Academy,STEM|ABM|HUMSS
NCR|Metro Manila,Las Piñas City,407371,Seed Academy,TVL
NCR|Metro Manila,Las Piñas City,407447,APEC Schools-Naga Road,ABM|GAS
NCR|Metro Manila,Las Piñas City,486522,Schola de Vita,ABM
NCR|Metro Manila,Las Piñas City,486534,GCF South Metro Christian School,ABM|STEM|GAS|HUMSS
NCR|Metro Manila,Makati City,401015,ABE International Business College-Makati City,STEM|ABM|HUMSS|GAS|TVL
NCR|Metro Manila,Makati City,401016,"AMA Computer College, Inc.-Makati",STEM|ABM|HUMSS|GAS|TVL
NCR|Metro Manila,Makati City,401027,AMA Computer Learning Center of Guadalupe,STEM|ABM|HUMSS|GAS|TVL
NCR|Metro Manila,Makati City,401034,Asia Pacific College,GAS|ABM|STEM
NCR|Metro Manila,Makati City,401056,Career Academy Asia- PHINMA Education,Arts and Design|TVL
NCR|Metro Manila,Makati City,401059,Centro Escolar University-Makati,STEM|ABM|HUMSS
NCR|Metro Manila,Makati City,401067,"iACADEMY, Belair",ABM|HUMSS|GAS|Arts and Design|TVL
NCR|Metro Manila,Makati City,401071,Infotech Institute of Arts and Sciences-Makati Branch,TVL
NCR|Metro Manila,Makati City,401074,STI College - Makati,STEM|ABM|GAS|TVL
NCR|Metro Manila,Makati City,401670,Global City Innovative College,STEM|ABM|HUMSS|TVL
NCR|Metro Manila,Makati City,405667,Asian Institute of Computer Studies - Guadalupe,GAS|ABM|TVL
NCR|Metro Manila,Makati City,406398,International Academy of Management and Economics,GAS|TVL
NCR|Metro Manila,Makati City,406821,St. Paul College of Makati,STEM|ABM|HUMSS|TVL
NCR|Metro Manila,Makati City,406836,Assumption College,STEM|ABM|HUMSS|GAS
NCR|Metro Manila,Makati City,406837,Don Bosco Technical Institute - Makati,STEM|ABM|TVL
NCR|Metro Manila,Makati City,406841,"International Electronics and Technical Institute, Inc.-Makati",TVL
NCR|Metro Manila,Makati City,406844,Colegio de Sta. Rosa,STEM|ABM|HUMSS
NCR|Metro Manila,Makati City,406851,Colegio San Agustin-Makati,STEM|ABM|HUMSS|GAS
NCR|Metro Manila,Makati City,406852,Our Lady of Guadalupe Minor Seminary,GAS
NCR|Metro Manila,Makati City,406855,Guadalupe Catholic School,ABM|HUMSS|GAS
NCR|Metro Manila,Makati City,406857,4th Watch Maranatha Christian Academy of Makati,STEM|GAS
NCR|Metro Manila,Makati City,406858,Makati Hope Christian School,ABM|STEM
NCR|Metro Manila,Makati City,406863,St. Mary of the Woods School,HUMSS|GAS|Arts and Design|TVL
NCR|Metro Manila,Makati City,406864,Bethany Baptist Academy,STEM|HUMSS|ABM
NCR|Metro Manila,Makati City,407054,"Saint John Bosco Institute of Arts and Sciences, Inc. - Pio del Pilar",TVL
NCR|Metro Manila,Makati City,407058,"Saint John Bosco Institute of Arts and Sciences, Inc. - Makati City",TVL
NCR|Metro Manila,Makati City,407453,Montessori Professional College- Makati,GAS|TVL
NCR|Metro Manila,Makati City,485008,Light of the World Christian Academy of Makati,GAS|ABM|HUMSS
NCR|Metro Manila,Makati City,485013,Bloomfield Academy of Makati,STEM|ABM|HUMSS
NCR|Metro Manila,Makati City,485032,Reach International School Inc.,ABM|STEM|HUMSS|GAS
NCR|Metro Manila,Makati City,600305,University of Makati,STEM|ABM|HUMSS|Arts and Design|Sports|TVL
NCR|Metro Manila,Malabon City,405668,St. Catherine Institute of Technology,TVL
NCR|Metro Manila,Malabon City,406403,City of Malabon Polytechnic Institute,TVL
NCR|Metro Manila,Malabon City,406404,"College of Saint Amatiel, Inc.-Malabon",TVL
NCR|Metro Manila,Malabon City,407094,City of Malabon University,ABM|HUMSS
NCR|Metro Manila,Malabon City,407209,Philippine Malabon Cultural Institute,GAS|ABM
NCR|Metro Manila,Malabon City,407210,St. James Academy-Malabon City,ABM|HUMSS
NCR|Metro Manila,Malabon City,407211,St. Therese of the Child Jesus Academy,GAS|ABM|TVL
NCR|Metro Manila,Malabon City,407215,Immaculate Conception Parochial School,GAS|ABM|TVL
NCR|Metro Manila,Malabon City,407220,De La Salle Araneta University,ABM|HUMSS|GAS|STEM|TVL
NCR|Metro Manila,Malabon City,407223,Salvador Araneta Memorial Institute,ABM
NCR|Metro Manila,Malabon City,407229,"Higher Ground Baptist Academy Foundation, Inc.",HUMSS|GAS
NCR|Metro Manila,Malabon City,487514,"Probex School, Inc.",GAS|ABM|HUMSS
NCR|Metro Manila,Malabon City,487515,"Seibo College Foundation, Inc.",GAS
NCR|Metro Manila,Malabon City,487518,"Arellano University, Elisa Esguerra Campus, Jose Rizal High School",STEM|HUMSS|GAS|ABM|TVL
NCR|Metro Manila,Malate,401135,"ABE International College of Business and Accountancy-Taft, Manila",ABM|TVL
NCR|Metro Manila,Malate,401151,De La Salle University-Manila,STEM|ABM|HUMSS
NCR|Metro Manila,Malate,401160,Emilio Aguinaldo College,HUMSS|STEM|ABM|Sports|TVL
NCR|Metro Manila,Malate,401188,Lyceum of the Philippines University-Manila,GAS|ABM|STEM|HUMSS|Arts and Design|Sports|TVL
NCR|Metro Manila,Malate,401193,Mapua Institute of Technology-Intramuros Campus,ABM|GAS|HUMSS|STEM
NCR|Metro Manila,Malate,401242,"Philippine College of Health Sciences, Inc.",GAS |STEM|TVL
NCR|Metro Manila,Malate,401293,St. Paul University-Manila,ABM|HUMSS|STEM|GAS|Arts and Design|TVL
NCR|Metro Manila,Malate,401303,STI College - Taft,GAS|ABM|STEM|TVL
NCR|Metro Manila,Malate,401319,The Manila Times College - Manila,HUMSS
NCR|Metro Manila,Malate,405684,Industrial Advancement Academy of the Philippines,TVL
NCR|Metro Manila,Malate,406359,Adamson University,GAS |ABM |STEM |HUMSS
NCR|Metro Manila,Malate,406360,Colegio de San Juan de Letran,GAS|ABM|STEM|HUMSS|TVL
NCR|Metro Manila,Malate,406363,Ermita Catholic School,ABM|GAS|STEM|TVL
NCR|Metro Manila,Malate,406364,Jesus Reigns Christian Academy,ABM|HUMSS|GAS|STEM|Arts and Design
NCR|Metro Manila,Malate,406366,Malate Catholic School,STEM |HUMSS |GAS |ABM|TVL
NCR|Metro Manila,Malate,406367,Philippine Christian University,HUMSS|STEM|ABM|Sports|TVL
NCR|Metro Manila,Malate,406368,Philippine Women's University-Manila,Sports|Arts and Design|TVL
NCR|Metro Manila,Malate,406370,St. Anthony School,ABM|STEM|HUMSS|TVL
NCR|Metro Manila,Malate,406371,St. Scholastica's College-Manila,ABM|STEM|GAS|Arts and Design|Sports|TVL
NCR|Metro Manila,Malate,406372,Santa Isabel College - Manila,ABM|STEM|HUMSS|GAS
NCR|Metro Manila,Malate,407466,Colegio de Sta. Rosa,STEM|ABM
NCR|Metro Manila,Malate,482002,Aguinaldo International School,GAS
NCR|Metro Manila,Malate,600201,Pamantasan ng Lungsod ng Maynila,ABM|STEM|HUMSS
NCR|Metro Manila,Malate,600202,Technological University of the Philippines-Manila,STEM|TVL
NCR|Metro Manila,Mandaluyong City,401091,AMA Computer College-Mandaluyong City,STEM|ABM|HUMSS|GAS|TVL
NCR|Metro Manila,Mandaluyong City,401114,"Our Lady of Guadalupe Colleges, Inc.",STEM|ABM|TVL
NCR|Metro Manila,Mandaluyong City,401132,St. Augustine School of Nursing-Mandaluyong City,ABM|STEM|HUMSS|GAS|TVL
NCR|Metro Manila,Mandaluyong City,401134,STI College - Shaw,GAS|STEM|ABM|TVL
NCR|Metro Manila,Mandaluyong City,405670,International Training Center and Hospitality Institute,TVL
NCR|Metro Manila,Mandaluyong City,406749,Don Bosco Technical College,STEM|ABM|TVL
NCR|Metro Manila,Mandaluyong City,406750,Good Shepherd Christian School,STEM|ABM|GAS
NCR|Metro Manila,Mandaluyong City,406751,Namei Polytechnic Institute,STEM|HUMSS|GAS
NCR|Metro Manila,Mandaluyong City,406753,Arellano University-Plaridel Campus,GAS|ABM|HUMSS|STEM|Sports|Arts and Design|TVL
NCR|Metro Manila,Mandaluyong City,406754,San Felipe Neri Parochial School,STEM|ABM|HUMSS|GAS|TVL
NCR|Metro Manila,Mandaluyong City,406756,International Baptist College,GAS|HUMSS|ABM|TVL
NCR|Metro Manila,Mandaluyong City,406757,Jose Rizal University,STEM|ABM|HUMSS|GAS|Arts and Design|Sports|TVL
NCR|Metro Manila,Mandaluyong City,406758,"La Salle-Green Hills, Inc",STEM|HUMSS|ABM
NCR|Metro Manila,Mandaluyong City,406760,Lourdes School of Mandaluyong,ABM|STEM|HUMSS|GAS
NCR|Metro Manila,Mandaluyong City,407284,"Saint John Bosco Institute of Arts and Sciences, Inc-Mandaluyong City",TVL
NCR|Metro Manila,Mandaluyong City,407372,Gateways Institute of Science and Technology (GIST) - Mandaluyong,TVL
NCR|Metro Manila,Mandaluyong City,484014,La Salle Green Hills Adult Night High School,ABM|GAS|TVL
NCR|Metro Manila,Mandaluyong City,484019,Key School Manila Inc.,ABM|HUMSS
NCR|Metro Manila,Mandaluyong City,600110,Rizal Technological University-Mandaluyong,STEM|HUMSS|ABM|Sports|TVL
NCR|Metro Manila,Manila,407454,Montessori Professional College- Manila,GAS|TVL
NCR|Metro Manila,Manila City,401150,Centro Escolar University-Manila,STEM|ABM|HUMSS|TVL
NCR|Metro Manila,Manila City,406308,"La Consolacion College, Mendiola",STEM|ABM|GAS|HUMSS
NCR|Metro Manila,Manila City,406351,"Don Bosco School, Inc",STEM|HUMSS|ABM
NCR|Metro Manila,Manila City,407627,De Ocampo Memorial College,HUMSS|ABM|TVL
NCR|Metro Manila,Manila City,482043,College of the Holy Spirit of Manila,STEM|HUMSS|ABM|GAS|Arts and Design|TVL
NCR|Metro Manila,Manila City,600200,Universidad de Manila,ABM|STEM|HUMSS|TVL
NCR|Metro Manila,Marikina City,401327,AMA Computer Learning Center of Cainta,STEM|ABM|GAS|TVL
NCR|Metro Manila,Marikina City,401328,"St. Chamuel Institute of Technology (Marikina City, Inc.)",TVL
NCR|Metro Manila,Marikina City,401329,STI College - Marikina,ABM|HUMSS|GAS|TVL
NCR|Metro Manila,Marikina City,405685,Berean Crosspointe International Marikina,GAS|ABM
NCR|Metro Manila,Marikina City,405687,"IETI College of Science and Technology, Inc.-Marikina",TVL
NCR|Metro Manila,Marikina City,406069,Pamantasan ng Lungsod ng Marikina,ABM|STEM|HUMSS
NCR|Metro Manila,Marikina City,406766,Jesus' Flock Academy,STEM|ABM|HUMSS|GAS
NCR|Metro Manila,Marikina City,406768,Marikina Catholic School,ABM|STEM|HUMSS
NCR|Metro Manila,Marikina City,406773,Nuestra Señora De Guia Academy of Marikina,STEM|ABM|HUMSS|TVL
NCR|Metro Manila,Marikina City,406779,Roosevelt College Marikina,ABM|STEM|GAS|HUMSS|TVL
NCR|Metro Manila,Marikina City,406783,Celestial Village Academy,GAS|ABM|TVL
NCR|Metro Manila,Marikina City,406784,Charis School,GAS|Arts and Design
NCR|Metro Manila,Marikina City,406787,Infant Jesus Academy- Marikina City,STEM|ABM|HUMSS|GAS
NCR|Metro Manila,Marikina City,406788,Ingenium School,STEM|HUMSS|ABM
NCR|Metro Manila,Marikina City,406789,"Jehoshua Christian School, Inc.",ABM|GAS
NCR|Metro Manila,Marikina City,406790,The Academy of God's Children,STEM|GAS
NCR|Metro Manila,Marikina City,406797,Marikina Christian Integrated School,GAS
NCR|Metro Manila,Marikina City,406798,Marist School,ABM|STEM|HUMSS|GAS|Arts and Design|Sports|TVL
NCR|Metro Manila,Marikina City,406805,Mother of Divine Providence School,STEM|GAS
NCR|Metro Manila,Marikina City,406806,"MSH Sisters Academy of Marikina, Inc.",HUMSS|TVL
NCR|Metro Manila,Marikina City,406807,National Christian Life College,STEM|HUMSS|ABM|GAS|TVL
NCR|Metro Manila,Marikina City,406808,Our Lady of Perpetual Succor College,STEM|ABM|HUMSS|GAS|TVL
NCR|Metro Manila,Marikina City,406811,Redeemed in Christ School,ABM|HUMSS|GAS|STEM
NCR|Metro Manila,Marikina City,406814,St. Nicholas School of Marikina,ABM|HUMSS|GAS
NCR|Metro Manila,Marikina City,407270,"College of Arts and Sciences of Asia & the Pacific - Marikina City, Inc.",ABM|HUMSS|GAS|TVL
NCR|Metro Manila,Marikina City,407373,APEC Schools Concepcion Dos,ABM
NCR|Metro Manila,Marikina City,407394,St. Camillus College Seminary,HUMSS
NCR|Metro Manila,Marikina City,407455,Montessori Professional College- Marikina,GAS|TVL
NCR|Metro Manila,Marikina City,407467,St. Scholastica's Academy,STEM|ABM|HUMSS|GAS|Arts and Design
NCR|Metro Manila,Marikina City,484513,Gentle Angels School,GAS|TVL
